,index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit,Age,career_year,career_start_age,ability,ability2,income_unit,OK,Bravo
162,162,0,0,0,1,540000,4,4,2,1,16409,2045,1,0,0,Managers,2,60,2,44,6,38,29.26194863,264.0586797,270000,00015400004421164092045100Managers2244638,0
163,163,0,0,1,0,155250,1,4,1,1,22044,365243,0,0,0,,2,24,2,60,1001,-941,0.400865508,0.425059481,77625,001015525014112204436524300022601001-941,0
164,164,0,1,1,0,189000,4,4,1,1,20815,829,0,0,1,Security staff,2,3,1,57,3,54,8.73221216,227.9855247,94500,0110189000441120815829001Security staff2157354,0
165,165,0,0,1,0,139500,2,1,1,1,21017,895,1,1,0,,2,4,1,57,3,54,6.366374589,155.8659218,69750,00101395002111210178951102157354,0
166,166,1,0,1,0,495000,1,4,4,1,21596,365243,0,1,0,,1,15,2,59,1001,-942,1.279602108,1.355262113,495000,101049500014412159636524301012591001-942,0
167,167,0,1,0,0,459000,0,4,1,1,15980,119,1,1,0,Drivers,2,14,2,43,1,42,28.51108765,3857.142857,229500,0100459000041115980119110Drivers2243142,0
168,168,0,0,0,0,157500,4,4,1,1,19702,9870,1,1,0,,2,21,1,53,28,25,5.325984039,15.95744681,78750,0000157500441119702987011021532825,0
169,169,0,0,1,1,225000,4,4,2,1,14077,3792,0,0,0,,2,3,1,38,11,27,12.59163915,59.33544304,112500,0011225000442114077379200021381127,0
170,170,0,1,1,1,450000,0,4,1,1,18173,678,0,1,1,Core staff,3,60,2,49,2,47,23.87141266,663.7168142,150000,0111450000041118173678011Core staff3249247,0
171,171,0,0,0,0,135000,4,4,1,1,15499,869,0,0,0,Private service staff,2,2,0,42,3,39,8.247800587,155.3509781,67500,0000135000441115499869000Private service staff2042339,0
172,172,0,0,1,1,135000,4,4,1,1,15812,8091,0,0,0,,3,49,1,43,23,20,5.647826633,16.68520578,45000,0011135000441115812809100031432320,0
173,173,0,0,1,0,189000,1,4,1,1,23086,365243,0,0,0,,2,19,0,63,1001,-938,0.48670071,0.517463716,94500,001018900014112308636524300020631001-938,0
174,174,0,0,1,0,225000,0,1,1,1,10755,1040,0,0,1,Sales staff,2,15,2,29,3,26,19.07587961,216.3461538,112500,00102250000111107551040001Sales staff2229326,0
175,175,0,0,1,0,112500,4,4,1,1,10705,1376,0,0,0,Drivers,2,2,1,29,4,25,9.312143035,81.75872093,56250,00101125004411107051376000Drivers2129425,0
176,176,0,1,0,0,315000,2,1,1,1,17940,9957,1,0,0,Managers,2,26,2,49,28,21,11.29153672,31.63603495,157500,01003150002111179409957100Managers22492821,0
177,177,0,0,0,0,157500,0,1,3,4,11785,1415,0,0,0,,1,22,1,32,4,28,11.93181818,111.3074205,157500,000015750001341178514150001132428,0
178,178,0,0,0,0,126000,1,4,1,1,20288,365243,0,0,0,,2,12,2,55,1001,-946,0.326821968,0.344975811,63000,000012600014112028836524300022551001-946,0
179,179,0,1,1,0,315000,0,4,1,4,16990,2026,0,0,0,Drivers,2,19,2,46,6,40,16.5649979,155.4787759,157500,01103150000414169902026000Drivers2246640,0
180,180,0,1,1,0,720000,0,1,2,1,20791,4814,1,1,0,Managers,1,58,2,56,14,42,28.11950791,149.5637723,720000,01107200000121207914814110Managers12561442,0
181,181,0,0,1,0,90000,1,4,1,1,20718,365243,0,0,0,,2,5,0,56,1001,-945,0.233184182,0.246411293,45000,00109000014112071836524300020561001-945,0
182,182,0,0,1,2,67500,4,1,1,1,10281,961,1,0,0,,4,12,0,28,3,25,6.004269703,70.23933403,16875,0012675004111102819611004028325,0
183,183,0,0,1,0,157500,1,4,1,1,22861,365243,0,1,0,,2,42,1,62,1001,-939,0.405819059,0.431219763,78750,001015750014112286136524301021621001-939,0
184,184,0,1,0,0,225000,4,4,1,3,15092,995,0,0,1,Drivers,2,46,2,41,3,38,13.98644869,226.1306533,112500,0100225000441315092995001Drivers2241338,0
185,185,1,0,1,0,180000,4,3,4,1,16803,2227,1,1,0,Cleaning staff,1,49,2,46,7,39,9.458749343,80.82622362,180000,10101800004341168032227110Cleaning staff1246739,0
186,186,0,1,1,0,216000,4,1,1,1,18529,1809,0,0,0,Secretaries,2,10,2,50,5,45,10.62051332,119.4029851,108000,01102160004111185291809000Secretaries2250545,0
187,187,0,1,1,1,157500,0,4,1,1,13830,4239,0,0,0,Laborers,3,4,1,37,12,25,8.716586419,37.15498938,52500,01111575000411138304239000Laborers31371225,0
188,188,1,0,0,0,112500,1,4,4,1,20027,365243,0,0,0,,1,26,0,54,1001,-947,0.292003011,0.308014117,112500,100011250014412002736524300010541001-947,0
189,189,0,0,1,0,112500,4,4,1,1,16573,4574,0,0,0,,2,44,2,45,13,32,5.319903532,24.59554001,56250,0010112500441116573457400022451332,0
190,190,0,0,1,0,90000,1,4,3,1,23262,365243,0,1,0,,1,13,0,63,1001,-938,0.23165725,0.246411293,90000,00109000014312326236524301010631001-938,0
191,191,0,0,0,0,121500,1,4,1,1,21310,365243,0,0,0,,2,28,2,58,1001,-943,0.314316536,0.332655246,60750,000012150014112131036524300022581001-943,0
192,192,0,0,1,0,135000,4,1,1,1,13299,1628,0,0,0,Laborers,2,14,2,36,5,31,9.044014202,82.92383292,67500,00101350004111132991628000Laborers2236531,0
193,193,0,1,0,0,202500,0,4,1,1,16224,2574,0,0,0,Security staff,2,22,0,44,8,36,10.7724226,78.67132867,101250,01002025000411162242574000Security staff2044836,0
194,194,0,1,0,1,252000,2,1,1,1,12483,1650,1,1,0,High skill tech staff,3,19,1,34,5,29,17.83060921,152.7272727,84000,01012520002111124831650110High skill tech staff3134529,0
195,195,0,0,1,0,202500,4,4,0,1,10981,552,0,0,0,Laborers,2,5,2,30,2,28,17.55831093,366.8478261,101250,0010202500440110981552000Laborers2230228,0
196,196,0,1,1,0,202500,4,4,1,1,9889,2289,0,0,0,Managers,2,36,2,27,7,20,16.6283462,88.46657929,101250,0110202500441198892289000Managers2227720,0
197,197,0,0,1,1,360000,4,4,0,1,11524,2554,0,0,0,Sales staff,3,49,2,31,7,24,25.57181418,140.9553641,120000,00113600004401115242554000Sales staff3231724,0
198,198,0,0,1,2,225000,2,4,1,1,13077,5394,1,0,0,Medicine staff,4,26,1,35,15,20,12.18125711,41.71301446,56250,00122250002411130775394100Medicine staff41351520,0
199,199,0,0,1,2,360000,4,4,1,1,15812,658,0,1,0,Sales staff,4,11,2,43,2,41,21.8579235,547.112462,90000,0012360000441115812658010Sales staff4243241,0
200,200,0,1,1,0,202500,4,1,1,1,14646,1953,0,0,0,Managers,2,3,1,40,6,34,12.19953009,103.6866359,101250,01102025004111146461953000Managers2140634,0
201,201,0,1,1,0,225000,4,1,1,1,12322,3717,0,0,0,Core staff,2,10,1,33,11,22,14.028306,60.53268765,112500,01102250004111123223717000Core staff21331122,0
202,202,0,0,0,0,135000,4,1,1,1,14185,4447,1,0,0,Core staff,2,8,1,38,13,25,7.24559897,30.35754441,67500,00001350004111141854447100Core staff21381325,0
203,203,0,1,1,0,360000,0,4,1,1,11613,4031,0,1,0,Laborers,2,41,2,31,12,19,23.01201739,89.30786405,180000,01103600000411116134031010Laborers22311219,0
204,204,0,0,0,0,382500,4,4,1,2,17254,1207,1,1,0,Managers,2,46,1,47,4,43,20.71935431,316.9014085,191250,00003825004412172541207110Managers2147443,0
205,205,0,0,1,0,171000,4,4,3,4,16938,673,0,0,0,Laborers,1,28,2,46,2,44,9.709840441,254.0861813,171000,0010171000443416938673000Laborers1246244,0
206,206,0,0,0,0,292500,2,4,1,1,11365,2745,1,1,0,Core staff,2,48,1,31,8,23,20.72997874,106.557377,146250,00002925002411113652745110Core staff2131823,0
207,207,1,1,0,0,144000,4,4,4,1,14407,1345,0,0,0,HR staff,1,6,2,39,4,35,9.141696293,107.063197,144000,11001440004441144071345000HR staff1239435,0
208,208,0,0,0,2,112500,2,1,1,1,11604,2721,0,0,1,Core staff,4,3,0,31,8,23,7.853403141,41.34509372,28125,00021125002111116042721001Core staff4031823,0
209,209,0,0,1,0,81000,1,4,1,1,21383,365243,0,1,0,,2,18,2,58,1001,-943,0.209504793,0.221770164,40500,00108100014112138336524301022581001-943,0
210,210,0,1,1,1,225000,4,1,2,1,14816,1672,0,0,0,Core staff,2,0,1,40,5,35,13.64628821,134.569378,112500,01112250004121148161672000Core staff2140535,0
211,211,0,0,1,0,315000,0,1,2,1,17752,2380,1,1,0,Accountants,1,52,2,48,7,41,15.64673157,132.3529412,315000,00103150000121177522380110Accountants1248741,0
212,212,0,1,1,1,427500,4,1,1,1,15085,354,0,0,0,Managers,3,3,1,41,1,40,27.6896172,1207.627119,142500,0111427500411115085354000Managers3141140,0
213,213,0,0,0,0,78750,4,4,1,5,12104,2045,1,0,0,Security staff,2,13,2,33,6,27,5.565764365,38.50855746,39375,0000787504415121042045100Security staff2233627,0
214,214,1,0,0,0,67500,1,1,4,1,24081,365243,0,0,0,,1,30,0,65,1001,-936,0.173377444,0.18480847,67500,10006750011412408136524300010651001-936,0
215,215,0,0,1,0,121500,4,4,1,1,22046,2011,0,0,0,Laborers,2,13,2,60,6,54,5.050505051,60.41770264,60750,00101215004411220462011000Laborers2260654,0
216,216,0,0,0,0,144000,4,4,3,1,16898,7310,1,1,0,Core staff,1,42,2,46,21,25,5.948446794,19.69904241,144000,00001440004431168987310110Core staff12462125,0
217,217,0,0,1,0,135000,1,4,1,1,22283,365243,0,0,0,,2,45,1,61,1001,-940,0.348363723,0.36961694,67500,001013500014112228336524300021611001-940,0
218,218,0,0,0,0,94500,1,4,1,1,21513,365243,0,1,0,,2,41,0,58,1001,-943,0.244340101,0.258731858,47250,00009450014112151336524301020581001-943,0
219,219,0,1,0,0,562500,4,1,1,1,14654,2836,1,0,0,Managers,2,12,0,40,8,32,32.16123499,198.3427362,281250,01005625004111146542836100Managers2040832,0
220,220,0,0,1,0,90000,1,4,3,1,21992,365243,0,0,0,,1,32,1,60,1001,-941,0.232417008,0.246411293,90000,00109000014312199236524300011601001-941,0
221,221,0,0,0,1,72000,0,1,1,1,14173,1925,0,0,1,Accountants,3,43,2,38,6,32,4.472605293,37.4025974,24000,0001720000111141731925001Accountants3238632,0
222,222,0,0,1,0,144000,4,4,0,1,16979,1830,0,0,0,Security staff,2,11,2,46,6,40,7.655909405,78.68852459,72000,00101440004401169791830000Security staff2246640,0
223,223,0,1,0,0,202500,0,4,1,2,21276,1128,0,1,0,Accountants,2,17,2,58,4,54,9.038564542,179.5212766,101250,01002025000412212761128010Accountants2258454,0
224,224,0,0,0,0,270000,4,1,1,1,17573,5792,1,1,0,Managers,2,28,2,48,16,32,11.55574577,46.6160221,135000,00002700004111175735792110Managers22481632,0
225,225,0,1,0,1,180000,4,4,1,1,11498,4491,0,0,0,,3,12,1,31,13,18,11.2577397,40.08016032,60000,0101180000441111498449100031311318,0
226,226,0,1,1,2,315000,0,1,1,5,12621,1327,0,0,0,Managers,4,50,2,34,4,30,22.58388299,237.3775433,78750,01123150000115126211327000Managers4234430,0
227,227,0,1,1,0,180000,4,4,1,1,19565,3246,0,0,0,,2,49,1,53,9,44,7.890929815,55.45286506,90000,011018000044111956532460002153944,0
228,228,0,0,1,0,292500,0,1,3,4,9990,1221,0,1,0,Sales staff,1,7,0,27,4,23,26.09044688,239.5577396,292500,0010292500013499901221010Sales staff1027423,0
229,229,0,0,1,0,90000,1,1,1,1,21340,365243,0,0,0,,2,51,2,58,1001,-943,0.232808996,0.246411293,45000,00109000011112134036524300022581001-943,0
230,230,0,0,0,0,103500,4,4,1,1,17767,11062,1,0,0,Medicine staff,2,37,2,48,31,17,3.590134934,9.356355089,51750,000010350044111776711062100Medicine staff22483117,0
231,231,0,1,0,0,67500,1,4,1,1,22989,365243,0,1,0,,2,19,2,62,1001,-939,0.173865112,0.18480847,33750,01006750014112298936524301022621001-939,0
232,232,0,1,1,0,225000,4,1,0,1,11067,492,0,0,0,Sales staff,2,17,0,30,2,28,19.46535167,457.3170732,112500,0110225000410111067492000Sales staff2030228,0
233,233,0,1,1,0,112500,4,4,1,1,16076,7679,0,0,0,,2,27,1,44,22,22,4.735845085,14.6503451,56250,0110112500441116076767900021442222,0
234,234,0,1,1,0,450000,0,4,1,1,18318,923,0,1,1,Drivers,2,59,1,50,3,47,23.38755782,487.5406284,225000,0110450000041118318923011Drivers2150347,0
235,235,0,0,1,0,247500,0,1,0,1,15995,401,0,0,0,Core staff,2,11,1,43,2,41,15.09514516,617.2069825,123750,0010247500010115995401000Core staff2143241,0
236,236,0,1,0,0,247500,0,4,1,1,17455,1321,0,0,0,Drivers,2,20,1,47,4,43,13.18172135,187.3580621,123750,01002475000411174551321000Drivers2147443,0
237,237,0,0,0,0,112500,2,4,1,1,14216,6649,1,1,0,,2,27,2,38,19,19,5.391804457,16.91983757,56250,0000112500241114216664911022381919,0
238,238,0,0,0,0,225000,4,4,1,1,15634,158,1,0,0,Laborers,2,29,2,42,1,41,14.24772036,1424.050633,112500,0000225000441115634158100Laborers2242141,0
239,239,0,1,1,1,270000,4,1,2,1,14052,140,0,1,1,Sales staff,2,37,2,38,1,37,19.02480271,1928.571429,135000,0111270000412114052140011Sales staff2238137,0
240,240,0,1,0,0,382500,2,1,1,3,11960,4174,0,0,0,,2,3,1,32,12,20,23.70769803,91.63871586,191250,0100382500211311960417400021321220,0
241,241,0,0,0,2,202500,4,4,1,1,12703,3141,0,1,0,Laborers,4,18,1,34,9,25,12.78086342,64.46991404,50625,00022025004411127033141010Laborers4134925,0
242,242,0,0,0,2,180000,0,4,1,1,13791,1353,1,0,0,Accountants,4,6,2,37,4,33,11.8858954,133.037694,45000,00021800000411137911353100Accountants4237433,0
243,243,0,0,1,0,112500,0,4,3,1,15903,762,0,0,0,Sales staff,1,13,2,43,3,40,6.750675068,147.6377953,112500,0010112500043115903762000Sales staff1243340,0
244,244,0,0,0,1,99000,4,4,3,1,17876,5239,0,0,0,Laborers,2,1,1,48,15,33,4.28293316,18.89673602,49500,0001990004431178765239000Laborers21481533,0
245,245,0,1,1,1,157500,2,4,1,1,13811,3380,0,0,0,Laborers,3,23,0,37,10,27,9.161770694,46.59763314,52500,01111575002411138113380000Laborers30371027,0
246,246,0,1,1,0,202500,4,1,1,1,20182,7514,0,0,0,Accountants,2,43,1,55,21,34,7.31152513,26.9496939,101250,01102025004111201827514000Accountants21552134,0
247,247,0,0,1,0,90000,4,4,1,1,18474,3021,0,0,1,Cleaning staff,2,28,2,50,9,41,4.187020237,29.79145978,45000,0010900004411184743021001Cleaning staff2250941,0
248,248,0,1,1,2,157500,0,1,1,5,14192,626,0,0,0,Drivers,4,47,2,38,2,36,10.62896477,251.5974441,39375,0112157500011514192626000Drivers4238236,0
249,249,0,0,0,0,180000,4,1,1,1,14972,1063,0,0,0,Core staff,2,43,1,41,3,38,11.22544434,169.332079,90000,00001800004111149721063000Core staff2141338,0
250,250,0,0,1,1,180000,0,4,1,2,12627,2267,0,0,0,High skill tech staff,3,11,1,34,7,27,12.08540352,79.40008822,60000,00111800000412126272267000High skill tech staff3134727,0
251,251,0,0,0,0,202500,1,4,1,1,20565,365243,0,1,0,,2,14,2,56,1001,-945,0.524872475,0.55442541,101250,000020250014112056536524301022561001-945,0
252,252,0,1,0,1,90000,4,2,1,4,12383,3480,0,0,0,Laborers,3,6,1,33,10,23,5.673580029,25.86206897,30000,0101900004214123833480000Laborers31331023,0
253,253,0,0,1,0,225000,0,1,3,1,19777,6835,1,1,0,Core staff,1,22,2,54,19,35,8.454832406,32.91880029,225000,00102250000131197776835110Core staff12541935,0
254,254,0,1,1,0,126000,0,4,1,1,10302,734,0,0,0,Core staff,2,32,2,28,3,25,11.41718014,171.6621253,63000,0110126000041110302734000Core staff2228325,0
255,255,0,0,1,1,180000,2,1,1,1,10969,3485,0,0,1,High skill tech staff,3,5,1,30,10,20,12.45330012,51.64992826,60000,00111800002111109693485001High skill tech staff31301020,0
256,256,0,0,1,2,360000,0,4,3,1,13576,3560,0,0,0,Sales staff,3,25,2,37,10,27,21.00840336,101.1235955,120000,00123600000431135763560000Sales staff32371027,0
257,257,1,0,1,0,157500,1,4,4,1,23774,365243,0,0,0,,1,17,1,65,1001,-936,0.404866625,0.431219763,157500,101015750014412377436524300011651001-936,0
258,258,0,0,1,0,315000,4,4,2,1,15256,3291,0,0,0,Laborers,1,18,0,41,10,31,16.98387879,95.71558797,315000,00103150004421152563291000Laborers10411031,0
259,259,0,1,1,1,270000,4,4,1,1,14512,4596,0,0,0,Laborers,3,46,2,39,13,26,14.13020724,58.74673629,90000,01112700004411145124596000Laborers32391326,0
260,260,0,0,1,1,180000,4,1,0,1,13767,1882,0,0,0,Sales staff,3,41,1,37,6,31,11.50233242,95.64293305,60000,00111800004101137671882000Sales staff3137631,0
261,261,0,0,1,2,180000,4,4,1,1,13361,6586,1,0,0,Core staff,4,18,2,36,19,17,9.02391337,27.33070149,45000,00121800004411133616586100Core staff42361917,0
262,262,0,0,0,0,180000,0,2,1,1,11223,2326,0,0,0,,2,46,2,30,7,23,13.28511329,77.38607051,90000,000018000002111122323260002230723,0
263,263,0,0,0,1,180000,4,2,1,5,9911,2665,0,0,0,,3,38,2,27,8,19,14.3129771,67.54221388,60000,00011800004215991126650003227819,0
264,264,0,0,0,0,81000,1,4,1,1,22791,365243,0,0,0,,2,33,2,62,1001,-939,0.208744595,0.221770164,40500,00008100014112279136524300022621001-939,0
265,265,0,0,0,0,67500,0,4,0,1,9323,1346,0,0,0,,2,10,0,25,4,21,6.326741025,50.14858841,33750,0000675000401932313460002025421,0
266,266,0,0,1,0,238500,4,1,1,1,20517,2971,1,1,0,Sales staff,2,12,2,56,9,47,10.15412125,80.27600135,119250,00102385004111205172971110Sales staff2256947,0
267,267,1,1,1,0,202500,1,1,4,1,21269,365243,0,0,1,,1,39,2,58,1001,-943,0.523916463,0.55442541,202500,111020250011412126936524300112581001-943,0
268,268,0,0,1,0,630000,4,1,2,1,22001,1539,1,1,0,Accountants,1,41,2,60,5,55,26.76295667,409.3567251,630000,00106300004121220011539110Accountants1260555,0
269,269,0,0,1,0,405000,0,4,3,1,13362,1963,0,0,0,Sales staff,1,25,2,36,6,30,26.4274062,206.3168619,405000,00104050000431133621963000Sales staff1236630,0
270,270,0,1,0,2,135000,4,1,1,1,12725,1631,0,0,0,Core staff,4,42,0,34,5,29,9.403733631,82.77130595,33750,01021350004111127251631000Core staff4034529,0
271,271,0,1,0,0,112500,4,1,1,5,10475,1792,1,1,0,Core staff,2,11,2,28,5,23,9.170946442,62.77901786,56250,01001125004115104751792110Core staff2228523,0
272,272,0,0,1,0,67500,1,4,1,1,22844,365243,0,0,0,,2,13,2,62,1001,-939,0.173930072,0.18480847,33750,00106750014112284436524300022621001-939,0
273,273,0,1,0,2,135000,4,4,1,5,16625,561,0,0,0,,4,23,2,45,2,43,7.855231002,240.6417112,33750,01021350004415166255610004245243,0
274,274,0,1,1,0,184500,2,1,1,1,13916,169,0,0,0,Managers,2,60,2,38,1,37,13.09904153,1091.715976,92250,0110184500211113916169000Managers2238137,0
275,275,0,1,0,1,337500,2,1,1,1,12794,3574,0,0,0,,3,2,1,35,10,25,20.61950147,94.43200895,112500,0101337500211112794357400031351025,0
276,276,0,0,0,0,67500,1,4,2,1,21516,365243,0,0,0,,1,8,2,58,1001,-943,0.17452729,0.18480847,67500,00006750014212151636524300012581001-943,0
277,277,0,0,1,1,90000,0,4,1,5,8316,149,0,0,0,Laborers,3,20,0,22,1,21,10.63201418,604.0268456,30000,00119000004158316149000Laborers3022121,0
278,278,0,0,1,0,180000,4,1,1,1,14083,7049,1,0,0,Core staff,2,0,1,38,20,18,8.517887564,25.53553696,90000,00101800004111140837049100Core staff21382018,0
279,279,0,1,1,0,112500,1,4,1,1,19987,365243,0,0,0,,2,35,1,54,1001,-947,0.292033331,0.308014117,56250,011011250014111998736524300021541001-947,0
280,280,0,0,1,0,112500,4,4,1,1,22408,2685,0,1,0,Cooking staff,2,44,1,61,8,53,4.483322042,41.89944134,56250,00101125004411224082685010Cooking staff2161853,0
281,281,0,0,1,0,76500,1,4,1,1,24311,365243,0,1,0,,2,9,2,66,1001,-935,0.196378423,0.209449599,38250,00107650014112431136524301022661001-935,0
282,282,0,0,0,0,90000,1,4,3,1,20644,365243,0,0,0,,1,5,2,56,1001,-945,0.233228899,0.246411293,90000,00009000014312064436524300012561001-945,0
283,283,0,1,1,0,252000,0,1,1,1,13796,2682,0,0,0,Drivers,2,33,2,37,8,29,15.2931181,93.95973154,126000,01102520000111137962682000Drivers2237829,0
284,284,0,1,1,0,180000,1,4,0,1,23289,365243,0,1,0,,2,22,2,63,1001,-938,0.463282304,0.492822587,90000,011018000014012328936524301022631001-938,0
285,285,1,0,1,0,112500,4,4,4,1,16917,4081,1,0,0,Laborers,1,3,0,46,12,34,5.35765311,27.56677285,112500,10101125004441169174081100Laborers10461234,0
286,286,0,0,1,1,562500,4,2,1,1,13790,5639,1,1,0,,3,35,2,37,16,21,28.95156724,99.75172903,187500,0011562500421113790563911032371621,0
287,287,0,0,0,0,112500,0,4,1,1,18061,869,0,0,0,,2,16,2,49,3,46,5.942947702,129.4591484,56250,00001125000411180618690002249346,0
288,288,0,0,1,0,270000,4,4,3,1,12922,923,0,0,0,Core staff,1,53,2,35,3,32,19.50162514,292.524377,270000,0010270000443112922923000Core staff1235332,0
289,289,0,0,0,3,90000,2,4,1,1,14348,727,0,0,1,,5,5,2,39,2,37,5.970149254,123.7964237,18000,0003900002411143487270015239237,0
290,290,0,0,0,2,135000,0,4,1,1,12541,4549,1,1,0,Laborers,4,16,2,34,13,21,7.899356349,29.67685206,33750,00021350000411125414549110Laborers42341321,0
291,291,0,0,0,0,157500,2,1,1,1,11588,801,1,1,0,Core staff,2,23,2,31,3,28,12.71289047,196.6292135,78750,0000157500211111588801110Core staff2231328,0
292,292,0,0,0,0,135000,0,4,1,1,14201,2139,0,1,0,,2,31,0,38,6,32,8.261933905,63.11360449,67500,000013500004111420121390102038632,0
293,293,0,1,1,0,301500,1,1,1,1,21044,365243,0,1,0,,2,7,2,57,1001,-944,0.780507757,0.825477833,150750,011030150011112104436524301022571001-944,0
294,294,0,1,1,0,225000,4,4,1,1,10328,1156,0,0,0,Laborers,2,20,1,28,4,24,19.59247649,194.6366782,112500,01102250004411103281156000Laborers2128424,0
295,295,0,0,0,0,135000,2,1,2,5,19514,1991,1,0,0,IT staff,1,42,2,53,6,47,6.277609858,67.80512305,135000,00001350002125195141991100IT staff1253647,0
296,296,0,1,0,0,247500,4,2,2,1,10370,1550,1,1,0,Managers,1,9,2,28,5,23,20.76342282,159.6774194,247500,01002475004221103701550110Managers1228523,0
297,297,0,0,0,0,270000,4,4,0,3,9184,840,1,1,0,Sales staff,2,25,2,25,3,22,26.93535515,321.4285714,135000,000027000044039184840110Sales staff2225322,0
298,298,0,1,1,0,315000,4,1,1,1,8440,1206,0,0,0,Sales staff,2,3,1,23,4,19,32.65602322,261.1940299,157500,0110315000411184401206000Sales staff2123419,0
299,299,0,0,1,0,135000,0,4,1,1,11768,2086,0,0,1,Laborers,2,54,2,32,6,26,9.744478129,64.71716203,67500,00101350000411117682086001Laborers2232626,0
300,300,0,1,0,2,315000,0,4,1,1,15476,2879,0,1,0,Laborers,4,48,2,42,8,34,17.16153637,109.4129906,78750,01023150000411154762879010Laborers4242834,0
301,301,0,0,0,0,180000,0,4,1,1,14070,1565,1,1,0,Laborers,2,17,1,38,5,33,11.51263192,115.0159744,90000,00001800000411140701565110Laborers2138533,0
302,302,0,1,1,0,256500,0,4,3,1,18554,703,0,0,0,Core staff,1,21,1,50,2,48,13.31983175,364.8648649,256500,0110256500043118554703000Core staff1150248,0
303,303,0,1,1,0,180000,4,4,1,1,13052,1009,0,0,0,High skill tech staff,2,23,2,35,3,32,12.80136548,178.39445,90000,01101800004411130521009000High skill tech staff2235332,0
304,304,0,0,1,0,112500,1,4,1,1,18666,365243,0,1,0,,2,5,0,51,1001,-950,0.293038194,0.308014117,56250,001011250014111866636524301020511001-950,0
