,index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,family_size,begin_month,credit,num_card,Age,career_year,career_start_age,ability,ability2,income_unit
21966,21966,1,1,0,0,112500.0,4,1,1,5,10475,1792.0,1,1,0,2.0,8.0,0.0,2,28,5.0,23.0,9.17094644167278,62.779017857142854,56250.0
15909,15909,1,1,0,0,112500.0,4,1,1,5,10475,1792.0,1,1,0,2.0,13.0,1.0,3,28,5.0,23.0,9.17094644167278,62.779017857142854,56250.0
15812,15812,1,1,0,0,112500.0,4,1,1,5,10475,1792.0,1,1,0,2.0,54.0,2.0,8,28,5.0,23.0,9.17094644167278,62.779017857142854,56250.0
8352,8352,0,1,1,0,112500.0,4,4,3,1,10475,2757.0,1,1,1,1.0,13.0,1.0,1,28,8.0,20.0,8.502116082224909,40.80522306855278,112500.0
12880,12880,0,1,1,0,112500.0,4,4,3,1,10475,2757.0,1,1,1,1.0,26.0,2.0,2,28,8.0,20.0,8.502116082224909,40.80522306855278,112500.0
21008,21008,1,0,1,0,112500.0,4,4,1,1,10535,3819.0,1,1,0,2.0,17.0,2.0,5,28,11.0,17.0,7.8375365751706845,29.45797329143755,56250.0
16762,16762,1,0,0,0,112500.0,2,1,3,1,10557,2410.0,0,0,0,1.0,38.0,2.0,1,28,7.0,21.0,8.675869514922496,46.6804979253112,112500.0
23962,23962,0,0,1,0,112500.0,0,4,3,1,10594,2116.0,0,0,1,1.0,41.0,1.0,1,29,6.0,23.0,8.851298190401259,53.16635160680529,112500.0
19016,19016,0,0,1,0,112500.0,0,4,3,1,10594,2116.0,0,0,1,1.0,44.0,2.0,2,29,6.0,23.0,8.851298190401259,53.16635160680529,112500.0
15463,15463,1,0,0,0,112500.0,4,1,1,5,10650,3702.0,1,1,0,2.0,60.0,2.0,1,29,11.0,18.0,7.838628762541806,30.388978930307943,56250.0
12232,12232,1,0,0,0,112500.0,4,4,1,1,10653,3007.0,0,1,0,2.0,5.0,1.0,2,29,9.0,20.0,8.235724743777453,37.41270369138677,56250.0
22118,22118,1,0,0,0,112500.0,4,4,1,1,10653,3007.0,0,1,0,2.0,25.0,2.0,1,29,9.0,20.0,8.235724743777453,37.41270369138677,56250.0
4416,4416,1,0,1,0,112500.0,4,4,1,1,10659,1892.0,1,0,0,2.0,13.0,2.0,1,29,6.0,23.0,8.963429208827982,59.46088794926004,56250.0
13025,13025,1,0,1,0,112500.0,4,1,1,1,10664,954.0,0,0,0,2.0,16.0,2.0,1,29,3.0,26.0,9.683250129110002,117.9245283018868,56250.0
10315,10315,1,0,0,0,112500.0,2,4,3,5,10678,1526.0,0,0,0,1.0,42.0,2.0,2,29,5.0,24.0,9.218289085545722,73.7221494102228,112500.0
175,175,0,0,1,0,112500.0,4,4,1,1,10705,1376.0,0,0,0,2.0,2.0,1.0,1,29,4.0,25.0,9.31214303451701,81.75872093023256,56250.0
11616,11616,1,0,1,0,112500.0,2,4,1,2,10826,1472.0,0,0,0,2.0,28.0,2.0,1,29,5.0,24.0,9.147828915270775,76.42663043478261,56250.0
5646,5646,1,1,0,0,112500.0,0,1,1,1,10828,657.0,0,0,0,2.0,27.0,2.0,1,29,2.0,27.0,9.79538528515455,171.23287671232876,56250.0
9183,9183,1,0,0,0,112500.0,4,1,3,5,11061,157.0,1,1,0,1.0,28.0,2.0,2,30,1.0,29.0,10.028525583883045,716.5605095541401,112500.0
24253,24253,0,1,1,0,112500.0,4,4,1,1,11133,1991.0,1,1,0,2.0,56.0,2.0,3,30,6.0,24.0,8.572081682413899,56.50426921145153,56250.0
4064,4064,1,0,1,0,112500.0,4,2,3,1,11201,542.0,1,0,0,1.0,37.0,2.0,1,30,2.0,28.0,9.580175423656646,207.56457564575646,112500.0
15349,15349,1,0,1,0,112500.0,4,1,0,1,11234,2531.0,0,1,1,2.0,23.0,2.0,1,30,7.0,23.0,8.17290228841264,44.44883445278546,56250.0
10961,10961,0,0,0,0,112500.0,4,4,2,1,11295,4441.0,0,0,0,1.0,9.0,2.0,2,30,13.0,17.0,7.149211997966447,25.332132402612025,112500.0
4350,4350,1,1,1,0,112500.0,4,1,1,1,11353,2316.0,0,0,1,2.0,59.0,1.0,5,31,7.0,24.0,8.23030214353647,48.575129533678755,56250.0
1574,1574,1,1,1,0,112500.0,4,1,1,1,11353,2316.0,0,0,1,2.0,42.0,2.0,1,31,7.0,24.0,8.23030214353647,48.575129533678755,56250.0
25246,25246,1,0,0,0,112500.0,4,4,1,1,11409,2439.0,1,0,0,2.0,14.0,2.0,1,31,7.0,24.0,8.123916811091854,46.125461254612546,56250.0
15452,15452,1,0,0,0,112500.0,4,2,3,5,11413,250.0,1,1,0,1.0,12.0,0.0,1,31,1.0,30.0,9.64588870787962,450.0,112500.0
3896,3896,1,0,0,0,112500.0,4,4,3,1,11431,306.0,0,0,0,1.0,9.0,1.0,2,31,1.0,30.0,9.585072846553635,367.6470588235294,112500.0
18641,18641,1,0,0,0,112500.0,4,4,3,1,11431,306.0,0,0,0,1.0,12.0,2.0,1,31,1.0,30.0,9.585072846553635,367.6470588235294,112500.0
11152,11152,1,0,1,0,112500.0,4,1,1,1,11432,820.0,1,0,0,2.0,10.0,2.0,7,31,3.0,28.0,9.182174338883447,137.1951219512195,56250.0
20836,20836,1,0,0,0,112500.0,0,4,1,5,11453,277.0,0,0,0,2.0,0.0,1.0,1,31,1.0,30.0,9.59079283887468,406.13718411552344,56250.0
4007,4007,1,0,0,0,112500.0,4,4,1,1,11493,1284.0,0,1,0,2.0,40.0,2.0,2,31,4.0,27.0,8.804883775534163,87.61682242990655,56250.0
26424,26424,0,0,0,0,112500.0,0,4,1,1,11536,939.0,0,0,0,2.0,41.0,1.0,1,31,3.0,28.0,9.01803607214429,119.80830670926518,56250.0
6401,6401,1,0,1,0,112500.0,4,4,2,1,11543,979.0,0,0,0,1.0,31.0,2.0,3,31,3.0,28.0,8.98418782942022,114.91317671092952,112500.0
8987,8987,0,1,1,0,112500.0,4,4,1,1,11582,741.0,0,1,0,2.0,7.0,2.0,2,31,3.0,28.0,9.12927046985312,151.82186234817814,56250.0
5300,5300,1,1,1,0,112500.0,0,1,1,1,11589,73.0,0,1,1,2.0,29.0,2.0,2,31,1.0,30.0,9.646715829188818,1541.0958904109589,56250.0
5348,5348,1,0,0,0,112500.0,4,4,1,5,11631,584.0,1,0,0,2.0,51.0,1.0,2,31,2.0,29.0,9.209987720016374,192.63698630136986,56250.0
7150,7150,1,1,0,0,112500.0,2,4,1,1,11664,460.0,1,1,0,2.0,4.0,1.0,3,31,2.0,29.0,9.279115803365226,244.56521739130434,56250.0
13356,13356,1,1,0,0,112500.0,2,4,1,1,11664,460.0,1,1,0,2.0,8.0,2.0,1,31,2.0,29.0,9.279115803365226,244.56521739130434,56250.0
9398,9398,1,0,0,0,112500.0,4,4,1,2,11688,1162.0,1,0,0,2.0,40.0,1.0,1,32,4.0,28.0,8.754863813229573,96.815834767642,56250.0
2121,2121,1,0,0,0,112500.0,4,4,1,2,11688,1162.0,1,0,0,2.0,43.0,2.0,2,32,4.0,28.0,8.754863813229573,96.815834767642,56250.0
15064,15064,1,1,1,0,112500.0,4,1,3,1,11699,918.0,0,0,1,1.0,23.0,2.0,1,32,3.0,29.0,8.91654117460569,122.54901960784314,112500.0
15018,15018,1,1,0,0,112500.0,4,1,0,1,11721,177.0,1,0,0,2.0,6.0,1.0,1,32,1.0,31.0,9.4553706505295,635.5932203389831,56250.0
10814,10814,1,1,0,0,112500.0,4,1,1,1,11796,2134.0,0,0,0,2.0,26.0,2.0,3,32,6.0,26.0,8.076094759511845,52.71790065604499,56250.0
16413,16413,1,0,1,0,112500.0,4,4,1,1,11812,1642.0,1,0,0,2.0,2.0,0.0,2,32,5.0,27.0,8.361825479411328,68.51400730816079,56250.0
14564,14564,0,1,1,0,112500.0,4,4,1,1,11819,1172.0,0,0,1,2.0,19.0,2.0,1,32,4.0,28.0,8.659841428681395,95.98976109215018,56250.0
7164,7164,1,0,0,0,112500.0,4,4,1,4,11894,2926.0,1,0,0,2.0,35.0,0.0,1,32,9.0,23.0,7.5910931174089065,38.4483937115516,56250.0
19479,19479,1,0,0,0,112500.0,4,4,1,4,11894,2926.0,1,0,0,2.0,21.0,1.0,1,32,9.0,23.0,7.5910931174089065,38.4483937115516,56250.0
8547,8547,0,1,0,0,112500.0,4,4,1,1,12002,2262.0,1,0,0,2.0,17.0,2.0,3,32,7.0,25.0,7.886988222097588,49.734748010610076,56250.0
5338,5338,1,1,1,0,112500.0,4,4,1,1,12078,673.0,1,1,0,2.0,21.0,1.0,2,33,2.0,31.0,8.822837424515724,167.16196136701336,56250.0
24056,24056,1,1,1,0,112500.0,4,4,1,1,12078,673.0,1,1,0,2.0,22.0,2.0,8,33,2.0,31.0,8.822837424515724,167.16196136701336,56250.0
7909,7909,1,0,1,0,112500.0,4,1,1,1,12114,4004.0,0,0,0,2.0,1.0,1.0,3,33,11.0,22.0,6.979774165529222,28.096903096903098,56250.0
21748,21748,1,0,1,0,112500.0,4,1,1,1,12114,4004.0,0,0,0,2.0,26.0,2.0,4,33,11.0,22.0,6.979774165529222,28.096903096903098,56250.0
23937,23937,0,1,1,0,112500.0,4,4,1,1,12167,705.0,1,0,0,2.0,60.0,2.0,1,33,2.0,31.0,8.739900559353636,159.5744680851064,56250.0
6149,6149,0,0,0,0,112500.0,4,4,1,1,12195,2007.0,0,0,0,2.0,50.0,1.0,1,33,6.0,27.0,7.921419518377693,56.053811659192824,56250.0
17443,17443,1,0,1,0,112500.0,4,3,0,2,12325,536.0,0,0,0,2.0,26.0,1.0,1,33,2.0,31.0,8.74737578726382,209.88805970149255,56250.0
12288,12288,1,0,0,0,112500.0,4,4,2,1,12369,187.0,0,0,0,1.0,46.0,2.0,2,33,1.0,32.0,8.959859827970691,601.6042780748663,112500.0
21301,21301,1,0,0,0,112500.0,0,4,0,2,12391,3596.0,1,0,0,2.0,27.0,2.0,1,33,10.0,23.0,7.0369675361231,31.284760845383758,56250.0
23130,23130,1,0,1,0,112500.0,0,4,0,1,12438,747.0,1,1,0,2.0,39.0,1.0,3,34,3.0,31.0,8.532423208191126,150.6024096385542,56250.0
18832,18832,1,0,1,0,112500.0,4,1,1,1,12593,3942.0,1,1,0,2.0,7.0,2.0,2,34,11.0,23.0,6.8037496220139095,28.538812785388128,56250.0
3880,3880,1,1,1,0,112500.0,0,1,1,5,12630,5145.0,0,0,0,2.0,2.0,0.0,1,34,15.0,19.0,6.329113924050633,21.865889212827987,56250.0
2553,2553,1,1,1,0,112500.0,0,1,1,5,12630,5145.0,0,0,0,2.0,48.0,1.0,1,34,15.0,19.0,6.329113924050633,21.865889212827987,56250.0
2324,2324,1,1,1,0,112500.0,0,1,1,5,12630,5145.0,0,0,0,2.0,14.0,2.0,3,34,15.0,19.0,6.329113924050633,21.865889212827987,56250.0
3819,3819,1,1,0,0,112500.0,0,1,1,1,12668,2498.0,0,0,1,2.0,30.0,2.0,1,34,7.0,27.0,7.4179084794936045,45.036028823058444,56250.0
78,78,1,1,1,0,112500.0,4,4,1,1,12690,231.0,1,0,0,2.0,23.0,1.0,1,34,1.0,33.0,8.706756442999767,487.012987012987,56250.0
20270,20270,1,1,1,0,112500.0,4,4,1,1,12690,231.0,1,0,0,2.0,23.0,2.0,1,34,1.0,33.0,8.706756442999767,487.012987012987,56250.0
5052,5052,0,1,1,0,112500.0,4,4,1,1,12733,3185.0,1,0,0,2.0,44.0,1.0,5,34,9.0,25.0,7.067470787787411,35.32182103610675,56250.0
7225,7225,0,1,1,0,112500.0,4,4,1,1,12733,3185.0,1,0,0,2.0,20.0,2.0,2,34,9.0,25.0,7.067470787787411,35.32182103610675,56250.0
7155,7155,1,0,1,0,112500.0,4,1,0,1,12783,1205.0,0,0,0,2.0,7.0,2.0,4,35,4.0,31.0,8.042607949671147,93.3609958506224,56250.0
19417,19417,1,0,0,0,112500.0,4,1,3,0,12788,531.0,1,1,0,1.0,21.0,2.0,2,35,2.0,33.0,8.446580073579097,211.864406779661,112500.0
14305,14305,0,1,1,0,112500.0,4,4,1,4,12792,158.0,1,0,0,2.0,10.0,2.0,1,35,1.0,34.0,8.687258687258687,712.0253164556962,56250.0
11240,11240,1,0,1,0,112500.0,0,4,3,1,12849,6273.0,1,0,0,1.0,22.0,0.0,2,35,18.0,17.0,5.883275807969878,17.93400286944046,112500.0
26154,26154,1,0,1,0,112500.0,0,4,3,1,12849,6273.0,1,0,0,1.0,38.0,2.0,1,35,18.0,17.0,5.883275807969878,17.93400286944046,112500.0
20338,20338,1,0,1,0,112500.0,4,4,1,1,12909,558.0,0,0,0,2.0,19.0,2.0,1,35,2.0,33.0,8.353753619959901,201.61290322580646,56250.0
18586,18586,1,0,1,0,112500.0,4,1,1,1,12924,2058.0,0,1,0,2.0,48.0,2.0,4,35,6.0,29.0,7.50901081297557,54.66472303206997,56250.0
16865,16865,1,0,1,0,112500.0,2,1,1,1,13035,361.0,0,1,0,2.0,5.0,0.0,3,35,1.0,34.0,8.398029262466407,311.6343490304709,56250.0
6644,6644,1,0,0,0,112500.0,4,1,1,1,13066,400.0,1,0,0,2.0,3.0,1.0,1,35,2.0,33.0,8.354373978909846,281.25,56250.0
5140,5140,1,0,1,0,112500.0,0,4,1,1,13099,185.0,1,0,0,2.0,1.0,0.0,1,35,1.0,34.0,8.468834688346883,608.1081081081081,56250.0
22266,22266,1,0,1,0,112500.0,4,4,1,1,13137,2392.0,1,1,0,2.0,54.0,0.0,1,35,7.0,28.0,7.244510271105673,47.031772575250834,56250.0
9918,9918,1,0,1,0,112500.0,4,4,1,1,13137,2392.0,1,1,0,2.0,16.0,1.0,1,35,7.0,28.0,7.244510271105673,47.031772575250834,56250.0
13832,13832,1,0,1,0,112500.0,4,4,1,1,13137,2392.0,1,1,0,2.0,21.0,2.0,2,35,7.0,28.0,7.244510271105673,47.031772575250834,56250.0
489,489,1,0,1,0,112500.0,4,4,1,1,13217,98.0,0,1,0,2.0,4.0,2.0,1,36,1.0,35.0,8.449117536612842,1147.9591836734694,56250.0
4115,4115,1,0,0,0,112500.0,0,4,1,1,13241,2200.0,1,1,0,2.0,1.0,1.0,1,36,7.0,29.0,7.285797551972022,51.13636363636363,56250.0
1998,1998,1,0,1,0,112500.0,2,4,2,1,13354,4966.0,0,0,0,1.0,18.0,2.0,1,36,14.0,22.0,6.140829694323144,22.65404752315747,112500.0
2515,2515,1,0,0,0,112500.0,4,4,1,1,13387,4341.0,0,1,0,2.0,25.0,2.0,1,36,12.0,24.0,6.345893501805054,25.91568762957844,56250.0
8567,8567,0,1,1,0,112500.0,4,4,1,1,13440,6639.0,0,0,0,2.0,25.0,0.0,3,36,19.0,17.0,5.602868668758404,16.945323090826932,56250.0
24170,24170,0,1,1,0,112500.0,4,4,1,1,13440,6639.0,0,0,0,2.0,50.0,2.0,3,36,19.0,17.0,5.602868668758404,16.945323090826932,56250.0
26344,26344,1,1,0,0,112500.0,4,4,1,1,13503,1768.0,1,1,0,2.0,41.0,1.0,2,36,5.0,31.0,7.366904590400105,63.63122171945702,56250.0
21343,21343,1,0,1,0,112500.0,2,1,1,1,13513,6394.0,0,1,0,2.0,56.0,0.0,1,37,18.0,19.0,5.651278444768172,17.594619956208945,56250.0
14313,14313,1,0,1,0,112500.0,2,1,1,1,13513,6394.0,0,1,0,2.0,24.0,2.0,1,37,18.0,19.0,5.651278444768172,17.594619956208945,56250.0
5137,5137,1,0,0,0,112500.0,2,1,1,1,13574,188.0,0,1,0,2.0,28.0,2.0,1,37,1.0,36.0,8.174683912222061,598.4042553191489,56250.0
8194,8194,1,0,0,0,112500.0,4,4,1,1,13605,1329.0,0,0,0,2.0,14.0,1.0,1,37,4.0,33.0,7.5331458417034955,84.65011286681715,56250.0
1577,1577,1,0,1,0,112500.0,4,4,1,1,13633,5820.0,0,1,0,2.0,26.0,1.0,1,37,16.0,21.0,5.783169691050223,19.329896907216494,56250.0
15932,15932,1,0,0,0,112500.0,4,4,2,1,13635,349.0,1,1,0,1.0,20.0,2.0,2,37,1.0,36.0,8.044908466819223,322.34957020057305,112500.0
16859,16859,1,0,1,0,112500.0,4,4,3,4,13675,415.0,0,0,0,1.0,15.0,2.0,1,37,2.0,35.0,7.984386089425124,271.0843373493976,112500.0
19294,19294,1,1,1,0,112500.0,4,4,0,1,13686,1256.0,0,0,0,2.0,3.0,1.0,9,37,4.0,33.0,7.529112568598581,89.57006369426752,56250.0
25525,25525,1,0,1,0,112500.0,2,1,1,1,13836,3747.0,0,0,1,2.0,15.0,2.0,1,37,11.0,26.0,6.398225558778366,30.0240192153723,56250.0
25506,25506,1,0,1,0,112500.0,4,4,1,1,13868,415.0,0,0,0,2.0,15.0,1.0,2,37,2.0,35.0,7.876496534341525,271.0843373493976,56250.0
3321,3321,1,0,1,0,112500.0,4,4,1,1,13868,415.0,0,0,0,2.0,14.0,2.0,5,37,2.0,35.0,7.876496534341525,271.0843373493976,56250.0
4790,4790,1,0,0,0,112500.0,4,1,1,1,13876,2016.0,1,1,0,2.0,23.0,2.0,1,38,6.0,32.0,7.079033475962748,55.80357142857143,56250.0
18353,18353,1,1,0,0,112500.0,4,4,1,1,14000,2387.0,0,0,0,2.0,2.0,1.0,1,38,7.0,31.0,6.86519802282297,47.130289065772935,56250.0
10112,10112,1,1,0,0,112500.0,4,4,1,1,14000,2387.0,0,0,0,2.0,33.0,2.0,5,38,7.0,31.0,6.86519802282297,47.130289065772935,56250.0
22618,22618,1,1,0,0,112500.0,4,4,1,1,14060,7364.0,1,0,0,2.0,2.0,1.0,1,38,21.0,17.0,5.251120238984317,15.277023356871265,56250.0
22961,22961,1,1,0,0,112500.0,4,4,1,1,14060,7364.0,1,0,0,2.0,8.0,2.0,6,38,21.0,17.0,5.251120238984317,15.277023356871265,56250.0
14360,14360,0,0,1,0,112500.0,4,4,1,1,14071,3806.0,1,0,0,2.0,2.0,1.0,2,38,11.0,27.0,6.2930021815740895,29.558591697320022,56250.0
9061,9061,0,0,1,0,112500.0,4,4,1,1,14071,3806.0,1,0,0,2.0,28.0,2.0,7,38,11.0,27.0,6.2930021815740895,29.558591697320022,56250.0
11853,11853,1,0,1,0,112500.0,4,4,1,1,14072,699.0,0,0,0,2.0,22.0,1.0,2,38,2.0,36.0,7.6162751337079415,160.94420600858368,56250.0
19646,19646,1,0,0,0,112500.0,4,4,3,1,14074,4720.0,1,1,0,1.0,12.0,1.0,1,38,13.0,25.0,5.9859529637118225,23.834745762711865,112500.0
838,838,1,0,0,0,112500.0,4,4,1,1,14133,1214.0,0,0,0,2.0,18.0,2.0,1,38,4.0,34.0,7.330422883951261,92.66886326194398,56250.0
11312,11312,1,0,1,0,112500.0,4,4,3,1,14166,1991.0,0,0,0,1.0,20.0,2.0,2,38,6.0,32.0,6.962926285820387,56.50426921145153,112500.0
22484,22484,1,0,0,0,112500.0,4,4,0,2,14174,1405.0,1,0,0,2.0,14.0,0.0,1,38,4.0,34.0,7.221259387637204,80.0711743772242,56250.0
8062,8062,1,0,0,0,112500.0,4,4,0,2,14174,1405.0,1,0,0,2.0,12.0,1.0,3,38,4.0,34.0,7.221259387637204,80.0711743772242,56250.0
237,237,1,0,0,0,112500.0,2,4,1,1,14216,6649.0,1,1,0,2.0,27.0,2.0,2,38,19.0,19.0,5.391804457225018,16.91983756955933,56250.0
19444,19444,1,0,1,0,112500.0,4,1,1,1,14225,3170.0,0,1,0,2.0,27.0,1.0,1,38,9.0,29.0,6.467375682667433,35.488958990536275,56250.0
11252,11252,1,0,1,0,112500.0,4,1,1,1,14225,3170.0,0,1,0,2.0,34.0,2.0,2,38,9.0,29.0,6.467375682667433,35.488958990536275,56250.0
16604,16604,1,0,0,0,112500.0,4,4,1,1,14225,5179.0,0,0,0,2.0,57.0,2.0,1,38,15.0,23.0,5.797773654916512,21.722340220119715,56250.0
15170,15170,0,1,1,0,112500.0,0,1,1,1,14229,1112.0,0,0,0,2.0,6.0,1.0,1,38,4.0,34.0,7.33328987680073,101.16906474820144,56250.0
22907,22907,0,1,1,0,112500.0,0,1,1,1,14229,1112.0,0,0,0,2.0,44.0,2.0,3,38,4.0,34.0,7.33328987680073,101.16906474820144,56250.0
13419,13419,1,0,1,0,112500.0,0,1,3,1,14321,1751.0,0,0,1,1.0,60.0,1.0,1,39,5.0,34.0,6.999751119960179,64.24900057110223,112500.0
7208,7208,1,1,1,0,112500.0,4,1,1,1,14369,402.0,0,1,0,2.0,5.0,2.0,1,39,2.0,37.0,7.6162751337079415,279.85074626865674,56250.0
4926,4926,1,0,1,0,112500.0,0,1,2,1,14386,157.0,1,0,0,1.0,13.0,2.0,1,39,1.0,38.0,7.7356803960668366,716.5605095541401,112500.0
22332,22332,1,0,0,0,112500.0,0,4,1,1,14414,1159.0,0,0,0,2.0,52.0,2.0,1,39,4.0,35.0,7.224041610479676,97.06643658326144,56250.0
3504,3504,1,0,1,0,112500.0,2,4,1,1,14432,4493.0,1,0,1,2.0,45.0,2.0,3,39,13.0,26.0,5.9445178335535,25.038949476964167,56250.0
23287,23287,1,0,1,0,112500.0,4,1,3,1,14446,3161.0,0,0,0,1.0,0.0,1.0,3,39,9.0,30.0,6.389504174476061,35.590003163555835,112500.0
1545,1545,1,0,1,0,112500.0,4,1,3,1,14446,3161.0,0,0,0,1.0,14.0,2.0,2,39,9.0,30.0,6.389504174476061,35.590003163555835,112500.0
26128,26128,1,0,1,0,112500.0,4,4,4,1,14491,1955.0,0,0,0,1.0,35.0,2.0,2,39,6.0,33.0,6.8405691353520615,57.54475703324808,112500.0
11900,11900,1,0,1,0,112500.0,4,4,3,1,14548,5443.0,0,1,0,1.0,25.0,2.0,1,39,15.0,24.0,5.627532389575309,20.668748851736176,112500.0
22528,22528,1,0,1,0,112500.0,4,4,1,1,14601,7900.0,0,1,0,2.0,41.0,0.0,2,40,22.0,18.0,4.9997777876538825,14.240506329113924,56250.0
21059,21059,1,0,1,0,112500.0,4,4,1,1,14601,7900.0,0,1,0,2.0,22.0,1.0,4,40,22.0,18.0,4.9997777876538825,14.240506329113924,56250.0
17585,17585,1,1,1,0,112500.0,4,4,1,1,14602,705.0,0,0,0,2.0,34.0,2.0,1,40,2.0,38.0,7.349578624158881,159.5744680851064,56250.0
25422,25422,1,0,1,0,112500.0,0,1,1,2,14635,2985.0,1,0,1,2.0,8.0,2.0,1,40,9.0,31.0,6.384790011350738,37.688442211055275,56250.0
10121,10121,1,0,0,0,112500.0,4,4,1,1,14667,1048.0,1,1,0,2.0,12.0,1.0,4,40,3.0,37.0,7.158765510658607,107.3473282442748,56250.0
7200,7200,1,0,0,0,112500.0,4,4,1,1,14667,1048.0,1,1,0,2.0,55.0,2.0,4,40,3.0,37.0,7.158765510658607,107.3473282442748,56250.0
24761,24761,1,0,1,0,112500.0,4,4,1,1,14762,2464.0,0,1,0,2.0,37.0,2.0,4,40,7.0,33.0,6.530825496342738,45.657467532467535,56250.0
784,784,0,0,0,0,112500.0,4,4,0,4,14778,2530.0,0,0,0,2.0,34.0,0.0,1,40,7.0,33.0,6.499884446498729,44.466403162055336,56250.0
13057,13057,0,0,0,0,112500.0,4,4,0,4,14778,2530.0,0,0,0,2.0,3.0,1.0,1,40,7.0,33.0,6.499884446498729,44.466403162055336,56250.0
22686,22686,1,1,1,0,112500.0,4,4,1,1,14784,5817.0,0,0,0,2.0,30.0,0.0,1,40,16.0,24.0,5.4608999563128,19.339865910263022,56250.0
15003,15003,1,1,1,0,112500.0,4,4,1,1,14784,5817.0,0,0,0,2.0,5.0,2.0,1,40,16.0,24.0,5.4608999563128,19.339865910263022,56250.0
379,379,1,0,1,0,112500.0,4,4,1,1,14790,1661.0,1,0,0,2.0,27.0,2.0,2,40,5.0,35.0,6.838490061394444,67.73028296207104,56250.0
15858,15858,0,0,1,0,112500.0,4,1,3,1,14846,6380.0,1,1,0,1.0,1.0,1.0,1,40,18.0,22.0,5.3001036464713085,17.63322884012539,112500.0
23714,23714,0,0,1,0,112500.0,4,1,3,1,14846,6380.0,1,1,0,1.0,19.0,2.0,1,40,18.0,22.0,5.3001036464713085,17.63322884012539,112500.0
7019,7019,1,1,1,0,112500.0,4,4,1,1,14892,895.0,1,1,0,2.0,52.0,2.0,3,40,3.0,37.0,7.126116424906568,125.69832402234637,56250.0
18535,18535,1,0,1,0,112500.0,4,4,1,1,14953,1812.0,1,0,0,2.0,32.0,2.0,2,40,5.0,35.0,6.710408589322994,62.086092715231786,56250.0
5974,5974,1,0,0,0,112500.0,0,4,1,1,15002,1466.0,1,1,0,2.0,33.0,1.0,2,41,5.0,36.0,6.83143065338839,76.73942701227831,56250.0
13392,13392,1,0,0,0,112500.0,0,4,1,1,15002,1466.0,1,1,0,2.0,52.0,2.0,1,41,5.0,36.0,6.83143065338839,76.73942701227831,56250.0
10125,10125,1,1,1,0,112500.0,2,4,1,1,15014,1011.0,0,0,0,2.0,4.0,1.0,1,41,3.0,38.0,7.02028081123245,111.27596439169139,56250.0
15196,15196,1,1,1,0,112500.0,4,4,1,1,15080,5576.0,0,0,0,2.0,47.0,2.0,1,41,16.0,25.0,5.4463594113090625,20.175753228120517,56250.0
2898,2898,0,0,0,0,112500.0,0,4,1,1,15082,254.0,0,1,0,2.0,15.0,2.0,1,41,1.0,40.0,7.335680751173709,442.9133858267717,56250.0
3528,3528,0,1,1,0,112500.0,0,4,1,1,15172,2374.0,0,1,0,2.0,25.0,2.0,1,41,7.0,34.0,6.411717770432007,47.38837405223252,56250.0
13774,13774,1,0,1,0,112500.0,0,4,2,1,15201,1510.0,0,0,0,1.0,45.0,2.0,1,41,5.0,36.0,6.732092633594638,74.50331125827815,112500.0
14058,14058,1,0,1,0,112500.0,4,1,3,1,15225,1040.0,1,0,0,1.0,12.0,2.0,1,41,3.0,38.0,6.916692284045497,108.17307692307692,112500.0
24374,24374,1,1,0,0,112500.0,4,4,1,1,15244,2998.0,0,0,0,2.0,54.0,0.0,1,41,9.0,32.0,6.167086942221248,37.52501667778519,56250.0
9824,9824,1,1,0,0,112500.0,4,4,1,1,15244,2998.0,0,0,0,2.0,7.0,1.0,2,41,9.0,32.0,6.167086942221248,37.52501667778519,56250.0
8336,8336,1,1,0,0,112500.0,4,1,1,2,15417,1569.0,0,0,0,2.0,5.0,0.0,3,42,5.0,37.0,6.623101377605087,71.70172084130019,56250.0
1164,1164,1,1,0,0,112500.0,4,1,1,2,15417,1569.0,0,0,0,2.0,23.0,2.0,1,42,5.0,37.0,6.623101377605087,71.70172084130019,56250.0
15424,15424,1,1,1,0,112500.0,0,4,1,1,15435,249.0,0,0,0,2.0,20.0,2.0,2,42,1.0,41.0,7.172915072685539,451.8072289156627,56250.0
25562,25562,1,0,1,0,112500.0,4,4,1,1,15515,2485.0,0,0,1,2.0,42.0,1.0,1,42,7.0,35.0,6.25,45.27162977867203,56250.0
13589,13589,1,0,1,0,112500.0,4,4,1,1,15515,2485.0,0,0,1,2.0,38.0,2.0,1,42,7.0,35.0,6.25,45.27162977867203,56250.0
23075,23075,1,0,0,0,112500.0,0,4,1,1,15536,816.0,1,1,0,2.0,25.0,2.0,1,42,3.0,39.0,6.879892367906066,137.86764705882354,56250.0
24737,24737,1,1,0,0,112500.0,4,4,1,1,15537,5787.0,0,0,0,2.0,7.0,2.0,1,42,16.0,26.0,5.275745638716939,19.440124416796266,56250.0
19471,19471,0,0,1,0,112500.0,4,4,1,1,15555,3514.0,0,0,0,2.0,44.0,2.0,2,42,10.0,32.0,5.899627667942735,32.014797951052934,56250.0
9314,9314,1,1,1,0,112500.0,4,4,1,1,15662,2694.0,0,0,0,2.0,8.0,2.0,1,42,8.0,34.0,6.128786227936369,41.75946547884187,56250.0
